地区,日期,最高温度,最低温度
北京,2013年06月26日,29,22
北京,2013年06月27日,34,23
北京,2013年06月28日,33,21
北京,2013年06月29日,30,22
北京,2013年06月30日,28,22
北京,2013年07月01日,28,20
北京,2013年07月02日,34,23
北京,2013年07月03日,36,24
北京,2013年07月04日,35,23
北京,2013年07月05日,35,23
北京,2013年07月06日,35,25
北京,2013年07月07日,33,24
北京,2013年07月08日,31,22
北京,2013年07月09日,26,22
北京,2013年07月10日,27,21
北京,2013年07月11日,27,22
北京,2013年07月12日,31,22
北京,2013年07月13日,30,24
北京,2013年07月14日,30,22
北京,2013年07月15日,26,22
北京,2013年07月16日,34,21
北京,2013年07月17日,33,23
北京,2013年07月18日,28,22
北京,2013年07月19日,30,23
北京,2013年07月20日,31,23
北京,2013年07月21日,32,23
北京,2013年07月22日,31,23
北京,2013年07月23日,31,22
北京,2013年07月24日,36,24
北京,2013年07月25日,34,24
北京,2013年07月26日,29,23
北京,2013年07月27日,28,23
北京,2013年07月28日,37,25
北京,2013年07月29日,33,24
北京,2013年07月30日,31,23
北京,2013年07月31日,28,22
北京,2013年08月01日,30,23
北京,2013年08月02日,31,22
北京,2013年08月03日,33,24
北京,2013年08月04日,34,23
北京,2013年08月05日,30,23
北京,2013年08月06日,29,23
北京,2013年08月07日,34,24
北京,2013年08月08日,36,24
北京,2013年08月09日,35,24
北京,2013年08月10日,31,23
北京,2013年08月11日,29,23
北京,2013年08月12日,30,24
北京,2013年08月13日,32,25
北京,2013年08月14日,33,25
北京,2013年08月15日,33,26
北京,2013年08月16日,33,26
北京,2013年08月17日,36,24
北京,2013年08月18日,35,22
北京,2013年08月19日,33,23
北京,2013年08月20日,30,23
北京,2013年08月21日,29,22
北京,2013年08月22日,29,22
北京,2013年08月23日,32,22
北京,2013年08月24日,33,22
北京,2013年08月25日,34,21
北京,2013年08月26日,35,22
北京,2013年08月27日,28,22
北京,2013年08月28日,28,22
北京,2013年08月29日,29,18
北京,2013年08月30日,26,16
北京,2013年08月31日,30,17
北京,2013年09月01日,30,18
北京,2013年09月02日,27,17
北京,2013年09月03日,27,18
北京,2013年09月04日,23,17
北京,2013年09月05日,25,17
北京,2013年09月06日,28,17
北京,2013年09月07日,29,18
北京,2013年09月08日,26,18
北京,2013年09月09日,26,18
北京,2013年09月10日,28,17
北京,2013年09月11日,28,18
北京,2013年09月12日,27,19
北京,2013年09月13日,28,18
北京,2013年09月14日,31,16
北京,2013年09月15日,27,18
北京,2013年09月16日,25,18
北京,2013年09月17日,24,18
北京,2013年09月18日,24,18
北京,2013年09月19日,26,17
北京,2013年09月20日,27,18
北京,2013年09月21日,27,18
北京,2013年09月22日,24,18
北京,2013年09月23日,22,13
北京,2013年09月24日,22,11
北京,2013年09月25日,25,10
北京,2013年09月26日,26,12
北京,2013年09月27日,26,12
北京,2013年09月28日,23,14
北京,2013年09月29日,22,15
北京,2013年09月30日,21,17
北京,2013年10月01日,20,11
北京,2013年10月02日,24,10
北京,2013年10月03日,22,11
北京,2013年10月04日,24,13
北京,2013年10月05日,23,13
北京,2013年10月06日,21,14
北京,2013年10月07日,24,13
北京,2013年10月08日,21,13
北京,2013年10月09日,24,14
北京,2013年10月10日,23,9
北京,2013年10月11日,23,11
北京,2013年10月12日,23,14
北京,2013年10月13日,19,12
北京,2013年10月14日,15,4
北京,2013年10月15日,16,3
北京,2013年10月16日,18,6
北京,2013年10月17日,20,7
北京,2013年10月18日,17,9
北京,2013年10月19日,18,4
北京,2013年10月20日,19,7
北京,2013年10月21日,18,7
北京,2013年10月22日,16,5
北京,2013年10月23日,15,4
北京,2013年10月24日,16,4
北京,2013年10月25日,18,4
北京,2013年10月26日,19,5
北京,2013年10月27日,18,7
北京,2013年10月28日,16,7
北京,2013年10月29日,16,2
北京,2013年10月30日,17,4
北京,2013年10月31日,14,5
北京,2013年11月01日,12,5
北京,2013年11月02日,15,7
北京,2013年11月03日,17,3
北京,2013年11月04日,17,5
北京,2013年11月05日,16,5
北京,2013年11月06日,17,4
北京,2013年11月07日,16,3
北京,2013年11月08日,13,5
北京,2013年11月09日,16,1
北京,2013年11月10日,12,0
北京,2013年11月11日,14,1
北京,2013年11月12日,14,1
北京,2013年11月13日,12,4
北京,2013年11月14日,14,0
北京,2013年11月15日,15,3
北京,2013年11月16日,12,0
北京,2013年11月17日,10,-1
北京,2013年11月18日,10,-2
北京,2013年11月19日,10,-2
北京,2013年11月20日,10,-2
北京,2013年11月21日,11,-2
北京,2013年11月22日,12,-1
北京,2013年11月23日,12,2
北京,2013年11月24日,9,0
北京,2013年11月25日,8,-3
北京,2013年11月26日,7,-5
北京,2013年11月27日,0,-5
北京,2013年11月28日,6,-4
北京,2013年11月29日,11,0
北京,2013年11月30日,10,-3
北京,2013年12月01日,11,-3
北京,2013年12月02日,11,-1
北京,2013年12月03日,14,-1
北京,2013年12月04日,12,0
北京,2013年12月05日,12,-3
北京,2013年12月06日,11,-2
北京,2013年12月07日,9,-1
北京,2013年12月08日,10,-1
北京,2013年12月09日,7,-5
北京,2013年12月10日,7,-4
北京,2013年12月11日,6,-3
北京,2013年12月12日,3,-6
北京,2013年12月13日,5,-5
北京,2013年12月14日,5,-6
北京,2013年12月15日,5,-5
北京,2013年12月16日,2,-4
北京,2013年12月17日,2,-7
北京,2013年12月18日,3,-8
北京,2013年12月19日,1,-7
北京,2013年12月20日,3,-8
北京,2013年12月21日,2,-6
北京,2013年12月22日,3,-6
北京,2013年12月23日,4,-6
北京,2013年12月24日,4,-6
北京,2013年12月25日,6,-5
北京,2013年12月26日,2,-9
北京,2013年12月27日,1,-6
北京,2013年12月28日,3,-7
北京,2013年12月29日,6,-6
北京,2013年12月30日,8,-5
北京,2013年12月31日,8,-3
北京,2014年01月01日,10,-4
北京,2014年01月02日,8,-2
北京,2014年01月03日,9,-5
北京,2014年01月04日,3,-3
北京,2014年01月05日,6,-4
北京,2014年01月06日,2,-3
北京,2014年01月07日,6,-5
北京,2014年01月08日,0,-9
北京,2014年01月09日,1,-9
北京,2014年01月10日,4,-8
北京,2014年01月11日,4,-5
北京,2014年01月12日,2,-9
北京,2014年01月13日,2,-7
北京,2014年01月14日,4,-7
北京,2014年01月15日,3,-4
北京,2014年01月16日,5,-4
北京,2014年01月17日,4,-6
北京,2014年01月18日,6,-4
北京,2014年01月19日,6,-4
北京,2014年01月20日,3,-5
北京,2014年01月21日,5,-6
北京,2014年01月22日,5,-4
北京,2014年01月23日,4,-3
北京,2014年01月24日,8,-3
北京,2014年01月25日,8,-5
北京,2014年01月26日,4,-5
北京,2014年01月27日,10,-5
北京,2014年01月28日,6,-5
北京,2014年01月29日,5,-2
北京,2014年01月30日,7,-4
北京,2014年01月31日,4,-2
北京,2014年02月01日,6,-1
北京,2014年02月02日,9,-4
北京,2014年02月03日,1,-7
北京,2014年02月04日,1,-7
北京,2014年02月05日,1,-5
北京,2014年02月06日,0,-4
北京,2014年02月07日,-2,-5
北京,2014年02月08日,0,-9
北京,2014年02月09日,-2,-11
北京,2014年02月10日,0,-10
北京,2014年02月11日,0,-9
北京,2014年02月12日,2,-7
北京,2014年02月13日,0,-6
北京,2014年02月14日,2,-5
北京,2014年02月15日,3,-4
北京,2014年02月16日,5,-4
北京,2014年02月17日,4,-4
北京,2014年02月18日,2,-4
北京,2014年02月19日,5,-5
北京,2014年02月20日,4,-4
北京,2014年02月21日,3,-2
北京,2014年02月22日,4,0
北京,2014年02月23日,4,-1
北京,2014年02月24日,7,1
北京,2014年02月25日,9,2
北京,2014年02月26日,9,2
北京,2014年02月27日,9,-3
北京,2014年02月28日,5,-2
北京,2014年03月01日,10,-2
北京,2014年03月02日,10,-2
北京,2014年03月03日,6,1
北京,2014年03月04日,8,-3
北京,2014年03月05日,9,-3
北京,2014年03月06日,7,-3
北京,2014年03月07日,8,-1
北京,2014年03月08日,8,-2
北京,2014年03月09日,10,-2
北京,2014年03月10日,11,2
北京,2014年03月11日,12,3
北京,2014年03月12日,10,-2
北京,2014年03月13日,13,3
北京,2014年03月14日,16,2
北京,2014年03月15日,19,5
北京,2014年03月16日,17,5
北京,2014年03月17日,19,5
北京,2014年03月18日,16,6
北京,2014年03月19日,12,5
北京,2014年03月20日,17,4
北京,2014年03月21日,20,5
北京,2014年03月22日,23,6
北京,2014年03月23日,20,6
北京,2014年03月24日,22,8
北京,2014年03月25日,23,9
北京,2014年03月26日,22,10
北京,2014年03月27日,21,13
北京,2014年03月28日,21,11
北京,2014年03月29日,22,8
北京,2014年03月30日,24,10
北京,2014年03月31日,20,9
北京,2014年04月01日,23,11
北京,2014年04月02日,22,10
北京,2014年04月03日,20,7
北京,2014年04月04日,24,8
北京,2014年04月05日,21,6
北京,2014年04月06日,26,9
北京,2014年04月07日,27,10
北京,2014年04月08日,25,12
北京,2014年04月09日,28,11
北京,2014年04月10日,18,11
北京,2014年04月11日,18,11
北京,2014年04月12日,22,9
北京,2014年04月13日,23,12
北京,2014年04月14日,24,15
北京,2014年04月15日,24,12
北京,2014年04月16日,21,12
北京,2014年04月17日,17,11
北京,2014年04月18日,20,12
北京,2014年04月19日,16,8
北京,2014年04月20日,22,10
北京,2014年04月21日,25,10
北京,2014年04月22日,27,13
北京,2014年04月23日,27,16
北京,2014年04月24日,23,16
北京,2014年04月25日,25,12
北京,2014年04月26日,23,9
北京,2014年04月27日,26,11
北京,2014年04月28日,25,11
北京,2014年04月29日,28,13
北京,2014年04月30日,29,16
北京,2014年05月01日,27,14
北京,2014年05月02日,23,12
北京,2014年05月03日,24,10
北京,2014年05月04日,19,7
北京,2014年05月05日,21,8
北京,2014年05月06日,21,10
北京,2014年05月07日,25,12
北京,2014年05月08日,23,14
北京,2014年05月09日,20,15
北京,2014年05月10日,20,10
北京,2014年05月11日,15,8
北京,2014年05月12日,29,16
北京,2014年05月13日,30,16
北京,2014年05月14日,24,10
北京,2014年05月15日,28,16
北京,2014年05月16日,28,15
北京,2014年05月17日,28,16
北京,2014年05月18日,30,19
北京,2014年05月19日,31,17
北京,2014年05月20日,31,18
北京,2014年05月21日,31,19
北京,2014年05月22日,35,22
北京,2014年05月23日,33,20
北京,2014年05月24日,25,19
北京,2014年05月25日,30,16
北京,2014年05月26日,35,19
北京,2014年05月27日,33,19
北京,2014年05月28日,37,22
北京,2014年05月29日,38,23
北京,2014年05月30日,37,22
北京,2014年05月31日,34,24
北京,2014年06月01日,29,19
北京,2014年06月02日,27,17
北京,2014年06月03日,32,20
北京,2014年06月04日,31,21
北京,2014年06月05日,33,23
北京,2014年06月06日,27,18
北京,2014年06月07日,31,17
北京,2014年06月08日,30,17
北京,2014年06月09日,31,17
北京,2014年06月10日,29,17
北京,2014年06月11日,29,18
北京,2014年06月12日,34,21
北京,2014年06月13日,32,21
北京,2014年06月14日,32,22
北京,2014年06月15日,34,23
北京,2014年06月16日,29,21
北京,2014年06月17日,28,20
北京,2014年06月18日,30,20
北京,2014年06月19日,28,19
北京,2014年06月20日,27,19
北京,2014年06月21日,27,19
北京,2014年06月22日,28,18
北京,2014年06月23日,32,20
北京,2014年06月24日,32,22
北京,2014年06月25日,28,21
北京,2014年06月26日,31,23
北京,2014年06月27日,35,21
北京,2014年06月28日,37,22
北京,2014年06月29日,35,23
北京,2014年06月30日,33,24
北京,2014年07月01日,32,21
北京,2014年07月02日,27,22
北京,2014年07月03日,29,23
北京,2014年07月04日,31,23
北京,2014年07月05日,32,23
北京,2014年07月06日,31,24
北京,2014年07月07日,32,24
北京,2014年07月08日,34,23
北京,2014年07月09日,32,22
北京,2014年07月10日,37,24
北京,2014年07月11日,36,22
北京,2014年07月12日,34,22
北京,2014年07月13日,36,22
北京,2014年07月14日,36,23
北京,2014年07月15日,35,24
北京,2014年07月16日,32,23
北京,2014年07月17日,31,24
北京,2014年07月18日,35,25
北京,2014年07月19日,36,26
北京,2014年07月20日,36,26
北京,2014年07月21日,32,26
北京,2014年07月22日,31,24
北京,2014年07月23日,33,23
北京,2014年07月24日,30,24
北京,2014年07月25日,34,22
北京,2014年07月26日,35,25
北京,2014年07月27日,35,24
北京,2014年07月28日,35,24
北京,2014年07月29日,33,22
北京,2014年07月30日,29,24
北京,2014年07月31日,32,24
北京,2014年08月01日,32,25
北京,2014年08月02日,33,26
北京,2014年08月03日,34,24
北京,2014年08月04日,29,21
北京,2014年08月05日,31,21
北京,2014年08月06日,34,21
北京,2014年08月07日,32,21
北京,2014年08月08日,31,21
北京,2014年08月09日,31,21
北京,2014年08月10日,32,22
北京,2014年08月11日,33,21
北京,2014年08月12日,32,19
北京,2014年08月13日,24,18
北京,2014年08月14日,31,20
北京,2014年08月15日,32,20
北京,2014年08月16日,32,22
北京,2014年08月17日,30,21
北京,2014年08月18日,30,21
北京,2014年08月19日,32,22
北京,2014年08月20日,34,23
北京,2014年08月21日,32,23
北京,2014年08月22日,30,22
北京,2014年08月23日,31,22
北京,2014年08月24日,31,19
北京,2014年08月25日,32,19
北京,2014年08月26日,33,20
北京,2014年08月27日,34,20
北京,2014年08月28日,27,19
北京,2014年08月29日,27,19
北京,2014年08月30日,27,19
北京,2014年08月31日,26,20
北京,2014年09月01日,25,19
北京,2014年09月02日,23,18
北京,2014年09月03日,29,18
北京,2014年09月04日,33,17
北京,2014年09月05日,30,19
北京,2014年09月06日,28,21
北京,2014年09月07日,29,21
北京,2014年09月08日,30,17
北京,2014年09月09日,29,16
北京,2014年09月10日,28,18
北京,2014年09月11日,27,18
北京,2014年09月12日,26,17
北京,2014年09月13日,26,19
北京,2014年09月14日,25,15
北京,2014年09月15日,27,13
北京,2014年09月16日,25,14
北京,2014年09月17日,23,13
北京,2014年09月18日,26,14
北京,2014年09月19日,25,16
北京,2014年09月20日,27,16
北京,2014年09月21日,24,17
北京,2014年09月22日,24,17
北京,2014年09月23日,20,15
北京,2014年09月24日,24,14
北京,2014年09月25日,23,17
北京,2014年09月26日,22,15
北京,2014年09月27日,24,15
北京,2014年09月28日,23,16
北京,2014年09月29日,23,10
北京,2014年09月30日,17,11
北京,2014年10月01日,16,10
北京,2014年10月02日,20,11
北京,2014年10月03日,17,12
北京,2014年10月04日,16,12
北京,2014年10月05日,21,8
北京,2014年10月06日,20,9
北京,2014年10月07日,22,11
北京,2014年10月08日,22,13
北京,2014年10月09日,22,14
北京,2014年10月10日,22,13
北京,2014年10月11日,21,14
北京,2014年10月12日,17,6
北京,2014年10月13日,18,4
北京,2014年10月14日,20,7
北京,2014年10月15日,23,6
北京,2014年10月16日,22,7
北京,2014年10月17日,22,8
北京,2014年10月18日,24,11
北京,2014年10月19日,21,10
北京,2014年10月20日,21,9
北京,2014年10月21日,17,7
北京,2014年10月22日,16,8
北京,2014年10月23日,17,12
北京,2014年10月24日,19,11
北京,2014年10月25日,19,12
北京,2014年10月26日,19,4
北京,2014年10月27日,15,3
北京,2014年10月28日,16,6
北京,2014年10月29日,16,9
北京,2014年10月30日,15,9
北京,2014年10月31日,14,9
北京,2014年11月01日,17,6
北京,2014年11月02日,13,2
北京,2014年11月03日,17,5
北京,2014年11月04日,16,6
北京,2014年11月05日,18,6
北京,2014年11月06日,12,2
北京,2014年11月07日,10,2
北京,2014年11月08日,12,0
北京,2014年11月09日,14,1
北京,2014年11月10日,15,3
北京,2014年11月11日,13,2
北京,2014年11月12日,9,-1
北京,2014年11月13日,11,-2
北京,2014年11月14日,12,0
北京,2014年11月15日,9,1
北京,2014年11月16日,11,0
北京,2014年11月17日,11,-2
北京,2014年11月18日,13,0
北京,2014年11月19日,10,0
北京,2014年11月20日,12,-1
北京,2014年11月21日,12,0
北京,2014年11月22日,11,0
北京,2014年11月23日,9,0
